"","IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS","tag","TARGET_TAG"
"14331",14331,4,14.8,0.28,0.28,1.6,0.008,46.2084552996606,556,1.00715,2.97,0.34,1.9,1,7,3,"train","yes"
"14332",14332,0,6.8,-1.68,0.57,5.9,0.385,40,-206,0.9938,2.62,0.57,16.2,1,7,4,"train","no"
"14333",14333,4,6.8,0.32,0.23,3.3,0.026,15,33.8680667604746,0.9896,2.93,1.86,15.1,0,7,3,"train","yes"
"14334",14334,0,10.2,-0.275,0.36,29.701844573716,0.251,152,14,0.96782,2.06,-0.99,10,0,11,1,"train","no"
"14335",14335,3,19.8,0.22,-0.44,7.7,0.303,-136,-201,0.9954,3.44,0.55,10,0,9,2,"train","yes"
"14336",14336,5,-6.9,0.63,-0.59,76.4,0.042,-69,104,0.9911,2.99,0.56,17.3,0,8,3,"train","yes"
"14337",14337,NA,-3.6,0.78,-1.12,41.9,0.036,28,-77,1.03876,3.24,0.77,6.1,0,8,3,"test",NA
"14338",14338,6,0.6,1.77,0.6,30.6194684530396,0.032,32,148,0.99458,3.15,-0.17,4.4,1,10,1,"train","yes"
"14339",14339,NA,6.9,1.34,-0.7,-19.3,0.23,40,461,1.0651,2.98,0.47,11.8,0,8,3,"test",NA
"14340",14340,3,13.3,0.3,1.02,7.7,0.052,57,-330,0.9959,2.41,0.39,9,0,7,2,"train","yes"
"14341",14341,NA,0.1,-0.98,1.12,-50.6,0.046,193,208,0.97488,3.23,-0.28,9.8,0,8,1,"test",NA
"14342",14342,NA,19.6,0.22,0.28,14,0.583,83,197,0.9981,3.14,0.98,16.3,1,9,3,"test",NA
"14343",14343,5,-6.8,1.52,0.35,1.7,-0.00633797530280519,-263,286,0.99524,4.34,-0.4,11.8,0,9,1,"train","yes"
"14344",14344,0,-2.5,0.39,1.73,5.3,0.169,32,162,0.9965,4.04,1.7,14.2,1,8,1,"train","no"
"14345",14345,7,20.7,-0.81,0.48,1.2,0.029,-65,75,0.97293,3.33,1.49,17.4,1,7,4,"train","yes"
"14346",14346,NA,6.2,1.78,0.24,6.1,0.032,260,86,0.95445,1.9,1.87,12.7,1,7,4,"test",NA
"14347",14347,4,8.3,0.31,0.39,-37.3019429623293,0.243558793951969,285,289,0.98423,3.31,0.77,9.3,-1,9,2,"train","yes"
"14348",14348,4,13.2,0.16,-0.97,-52,-0.001,58,152,1.04204,3.82,0.352970068270968,3.7,0,8,1,"train","yes"
"14349",14349,4,-2.5,0.3,0.38,31.7,0.427,166,86,0.96511,2.71,0.58,13.1,-1,6,1,"train","yes"
"14350",14350,3,6.2,0.21,0.27,1.7,0.002,-127,150,0.9857,3.49,0.71,13.5,-2,7,1,"train","yes"
"14351",14351,NA,7.6,0.1,-1.13,1.2,0.481,33,-258,0.99094,3.06,0.68,16,0,8,2,"test",NA
"14352",14352,5,-1.7,0.13,-0.98,35.5,-0.07,32,76,0.9914,3.21,0.76,11.333333333,1,7,3,"train","yes"
"14353",14353,4,6,0.94,0.3,-44.4,0.043,43,153,0.93194,3.63,2.4,10.6,1,6,2,"train","yes"
"14354",14354,NA,7.3,0.27,0.32,-119.6,0.859,23,72,0.99643,2.14,-0.72,10.5,0,8,1,"test",NA
"14355",14355,NA,7.4,0.59,-0.89,4.4,-0.127,6,-121,0.9974,3.38,0.5,6.8,0,8,3,"test",NA
"14356",14356,0,6,0.39,-0.91,1.8,0.711,-115,-66,0.97552,2.62,0.75,3.8,0,12,1,"train","no"
"14357",14357,6,-5.3,0.34,0.26,1.9,0.038,19,138,0.9893,3,0.12,12.2,1,7,3,"train","yes"
"14358",14358,NA,7.1,0.28,1.94,8.5,0.03,359,223,1.04212,4.48,0.46,10.5208463146963,2,8,3,"test",NA
"14359",14359,NA,8.7,0.45,0.4,55.6,0.067,-75,100,0.94986,3.05,2.20803531012701,14.5,-1,10,1,"test",NA
"14360",14360,1,6.9,1.54,-1.25,1.9,0.821,25,136,0.92505,4.48,0.6,10.8,-1,7,1,"train","yes"
"14361",14361,0,5,0.35,1.62,-20.45,0.062,-43,-209,1.0002,3.27,0.64,9.1,-1,8,2,"train","no"
"14362",14362,1,-4.2,0.015,0,21.9,0.102,-226,352,1.02654,2.26,1.85,10.7,-2,8,2,"train","yes"
"14363",14363,3,6.7,0.31,0.88,-1.2,0.04,129,-48,1.04128,2.31,-0.64,10.5,-1,7,2,"train","yes"
"14364",14364,NA,7.5,0.32,-0.46,-112.1,-0.502,111,-165,0.98615,3.15,-0.23,12.8,0,8,2,"test",NA
"14365",14365,0,9.5,0.475,0.49,1,0.58,292,131,0.98144,3.35,0.97,10.8,0,7,1,"train","no"
"14366",14366,5,-2.1,1.34,0.69,8.3,0.43,54,42,1.04101,4.52,0.4,10.3,1,7,1,"train","yes"
"14367",14367,4,7.3,1.43,0.22,1.4,0.044,216,233,1.0158,2.51,1.45,9.9,1,8,3,"train","yes"
"14368",14368,6,5.8,3.09,1.55,4.75,0.033,-132,32.2024442669878,0.991,3.8,0.105407618879967,5.8,1,7,4,"train","yes"
"14369",14369,0,7.4,1.58,0.37,13.5,0.847,338,192,0.96231,3,1.19,12.4687090971797,1,8,4,"train","no"
"14370",14370,2,-4.1,0.82,0.31,124.8,-0.448,37,270,0.99013,2.63,1.98,18.4,-2,7,1,"train","yes"
"14371",14371,4,-0.3,1.93,1.39,-71.3,1.229,38,309,0.9914,3.8,0.67,10.8,0,7,2,"train","yes"
"14372",14372,0,18.5,0.95,1.81,45.0343284189535,-0.400737453639592,-169,54,0.99754,2.76,2.49,17.1,0,11,3,"train","no"
"14373",14373,6,-4.6,1.29,0.65,-51.7,-0.101,28,98,0.97283,2.69,0.37,7.3,1,8,1,"train","yes"
"14374",14374,NA,6.6,-0.715,0.24,-16.4,0.412,-222,140,1.01942,3.36,1.07,12.2944075366381,-2,7,1,"test",NA
"14375",14375,0,7.2,0.5,0.18,2.1,0.257,12,-225,1.04133,3.6,1.8,9.6,-1,8,1,"train","no"
"14376",14376,NA,8.5,0.585,0.18,2.1,-0.42,-106.552551126121,30,0.9967,3.2,1.45,12.9,-1,9,1,"test",NA
"14377",14377,0,3,0.36,-0.69,19.35,-0.19,67,207,0.95701,2.33,1.08,9.1,1,7,4,"train","no"
"14378",14378,4,7.4,1.29,0.31,14.5,0.693,102,50,0.99727,3.1,0.5,9.2,0,8,2,"train","yes"
"14379",14379,4,-3,0.34,0.3,-52.8,0.059,24,152,0.99615,4.53,-0.12,11,-1,7,2,"train","yes"
"14380",14380,5,7.2,0.88,0.39,-24.5,-0.253,-180,371,0.98535,3.76,0.51492492626514,9,0,8,3,"train","yes"
"14381",14381,6,5.4,-0.29,0.41,12.9,0.351,79.5,203,0.99742,2.77,0.78,10.2,2,7,2,"train","yes"
"14382",14382,NA,-3.4,0.39,1.53,26.7,0.02,38,312,1.02013,3.18,2.1,12,0,8,1,"test",NA
"14383",14383,4,6.8,0.9,0.05,2.4,0.053,210,68,0.9879,3.15,-0.48,1,0,8,2,"train","yes"
"14384",14384,NA,-1.6,-0.58,0.3,-33.1,0.051,366,552,0.99756,4.2,0.62,12.6443810835235,0,8,1,"test",NA
"14385",14385,0,7.4,1.3,0.29,6.8,-0.049,31,113,1.01057,3.13,1.21,8.1,0,8,2,"train","no"
"14386",14386,4,6.9,0.2,-1.12,-38.8,0.032,269,362,1.01815,3.48,0.27,11.4,1,8,3,"train","yes"
"14387",14387,0,4.5,0.605,1.68,-91,0.073,19,-157,0.95666,3.56,0.55,9.9,-1,6,1,"train","no"
"14388",14388,2,-16.1,0.33,-0.62,1.3,-0.524,246,293,0.9476,3.28,1.34,10.1,-1,7,1,"train","yes"
"14389",14389,2,4.5,0.2,0.49,1.6,0.076,224,143,0.9937,2.39,-0.619421828318563,9.2,-2,7,1,"train","yes"
"14390",14390,3,9.4,0.33,0.3,23.3,-0.167,82,361,0.9886,3.24,1.11,8.2,-1,7,1,"train","yes"
"14391",14391,0,5.8,0.27,0.3,-65.4,0.087,21,94,0.9944,4.78,1.07,10,-1,7,1,"train","no"
"14392",14392,5,-0.5,0.35,0.3,37.4732798975491,0.339,27,62,0.96749,3.73,-0.98,0.3,1,8,4,"train","yes"
"14393",14393,NA,-17.5,0.24,-0.57,7.3,0.19,-116.355692869904,-1,1.00001,3.12,0.5,5.8,0,7,1,"test",NA
"14394",14394,5,2.7,-1.14,0.91,2.3,0.457,284,-306,0.97834,3.06,-0.13,12.9,0,8,3,"train","yes"
"14395",14395,4,16.8,0.15,0.2,14.4,0.05,204,-138,0.99666,4.37,0.41,10.3,0,6,1,"train","yes"
"14396",14396,1,6.7,0.22,0.69,25.1,-0.445,-85,521,1.00106,3.1,0,11.2,-1,7,2,"train","yes"
"14397",14397,3,6.1,0.22,1.3,2.8,-0.05,250,-262,0.9908,2.95,-0.0968113427525366,13.0237646930026,-1,7,2,"train","yes"
"14398",14398,NA,10.9,0.27,-0.98,6.7,-0.317,61,230,0.96615,2.82,0.4,9.4,0,7,1,"test",NA
"14399",14399,2,7.3,0.32,0.48,13.3,0.06,247,196,0.99015,2.43,-0.05,7.6,-1,8,1,"train","yes"
"14400",14400,5,11.7,0.18,0.33,8,0.056,33.9595160963849,305.432554841502,0.95886,2.69,1.91,8.7,0,7,2,"train","yes"
"14401",14401,5,13.2,0.17,-0.69,-19.9,0.047,281,154,0.99152,3.16,0.94,6.4,1,7,2,"train","yes"
"14402",14402,5,6.7,0.3,0.29,2.8,-0.255,37,142,0.96524,3.31,0.63,10.1,0,7,2,"train","yes"
"14403",14403,NA,2.6,1.43,0.75,-34.6,0.042,183,61,0.99144,3.22,0.54,10.8,0,7,3,"test",NA
"14404",14404,5,4.2,1.1,0.26,54.8,-0.102,257,132,1.00979,3.25,1.19695560484707,10.2,1,8,3,"train","yes"
"14405",14405,0,-2.3,0.24,0.02,7.5,-0.461,27,63,0.9916,3.68,0.79,14,0,6,2,"train","no"
"14406",14406,NA,10,-0.33,0.14,-2.53685699147455,0.071,-220.880267031105,373,1.03234,3.16,-0.61,7.9,0,11,3,"test",NA
"14407",14407,5,4,0.21,0.19,9.25,-0.012,73,142,0.9945,3.05,-0.51,12.4,1,9,3,"train","yes"
"14408",14408,NA,6.3,0.31,0.3,35.9,-0.175894640780422,345,212,0.9962,4.16,0.55,16,0,7,2,"test",NA
"14409",14409,4,16.9,0.855,0.09,5.5,0.076,9,23,1.03737,4.75,0.23,12.7,0,7,3,"train","yes"
"14410",14410,2,-3,0.29,0.35,-59.3,0.038,280.5,-222.5,0.99263,3.15,0.47,9.9,0,7,2,"train","yes"
"14411",14411,NA,-3.2,-0.68,1.76,-41.1,0.025,43,117,0.9928,3.46,1.23,9.7,1,7,3,"test",NA
"14412",14412,0,11.8,-0.24,0.12,52.8,0.048,40,150,1.02905,1.96535465433465,0.46,12.2,-1,6,1,"train","no"
"14413",14413,2,2,0.34,0.15,58,0.053,61,181,1.02599,2.76697679428996,-0.74,8.3,-1,8,2,"train","yes"
"14414",14414,NA,5.8,0.23,0.2,2,-1.15,39,426,0.99226,2.22,-0.13,16.2,0,6,2,"test",NA
"14415",14415,6,7.6,0.27,0.49,32.7,-0.201,3.97953825051533,-25,0.9912,3.31,2.02,15.2,2,8,3,"train","yes"
"14416",14416,2,18.7,0.29,1.71,-4.05,0.382,4,-205,0.96659,1.97,0.32,11.4,0,9,3,"train","yes"
"14417",14417,5,17,-1.23,0.3,-59,-0.229,30,72.0936745829287,0.98995,3.34,0.89,12.5,0,6,1,"train","yes"
"14418",14418,NA,6.8,-0.64,0.36,1.4,0.0868418437512132,-122,105,0.99121,3.23,0.6,8.9,-1,7,1,"test",NA
"14419",14419,5,7.8,0.545,0.06,-28.1,0.087,27,61,0.93832,3.42,0.86,5.7,1,9,3,"train","yes"
"14420",14420,0,8.3,1.395,0.01,28.8,0.07,5,150.083046405332,0.97604,2.08,1.25,11,0,9,3,"train","no"
"14421",14421,4,18,0.52,1.27,26.8,0.012,-237,88,0.99,3.01,0.33,13,-1,8,3,"train","yes"
"14422",14422,4,7.4,0.25,0.28,-34.85,0.028,92,512,0.9903,3.43,-0.54,7.24152990035632,-1,8,2,"train","yes"
"14423",14423,NA,-10.2,-0.5,1.79,-41.4,0.098,13,38.4790595122172,0.99657,3.03,0.22,15,0,8,2,"test",NA
"14424",14424,5,5.6,1.45,2,1.25,-0.13,567,127,0.98984,4.49,0.6,7,0,6,3,"train","yes"
"14425",14425,0,3.8,0.1,0.14,1.6,0.027,-88,125,0.9893,3.51,-0.66,18.4796774557865,-2,6,1,"train","no"
"14426",14426,0,7,1.27,-1.25,1.4,0.222,27,154,0.996,1.25,1.9,9.2,0,8,3,"train","no"
"14427",14427,5,-7.3,1.2,-0.48,-2.15,-0.076,225,130,0.94311,3.25,0.42,9.5,1,9,2,"train","yes"
"14428",14428,0,1.9,0.27,0.28,21.6,0.046,6,41,1.00584,3.88,0.39,10.9,0,8,1,"train","no"
"14429",14429,0,14.4,0.49,0.26,1.9,0.062,208,31,0.9966,3.20220364904364,0.64,9.6,0,8,2,"train","no"
"14430",14430,0,6.4,0.33,-1.35,-3,0.041,42,168,0.99331,4.45,1.5028805684688,16.3,0,7,2,"train","no"
"14431",14431,3,5.5,-1.13,2.85,5.5,-0.274,10,86,0.98487,3.46,-0.56,15.2,0,6,1,"train","yes"
"14432",14432,0,2.9,0.14,0.31,1.2,0.034,-113,138,0.99707,2.31,3.78,10.8,1,7,3,"train","no"
"14433",14433,0,11.1,0.31,2.66,63.1,0.786,-262,172,0.9986,2.77492529952938,-0.137517757810246,8.1,1,12,2,"train","no"
"14434",14434,3,16.7,1.015,-0.45,14.6,-0.575162154942357,32,201,0.98066,3,0.45,11.7,0,8,3,"train","yes"
"14435",14435,4,22.5,0.93,0.36,-10.3,1.18,-90,210,0.9554,3.29,2.2,16.3877797338098,0,8,2,"train","yes"
"14436",14436,5,5.1,0.14,0.38,6.8,0.251,84,514,0.99588,3.38,-0.66,17.4,1,6,3,"train","yes"
"14437",14437,2,13.1,0.32,0.23,8.5,0.404,252,832,0.9943,3.03,0.436646386005512,16.7,-1,7,1,"train","yes"
"14438",14438,4,11.7,0.17,0.36,4.5,0.493,-90,-144,0.99427,1.83,0.47,12.4,1,8,2,"train","yes"
"14439",14439,0,-1.9,0.45,0.34,-30.6,-0.834,242,67,0.9976,3.88,0.38,8,1,8,1,"train","no"
"14440",14440,5,-3.8,0.26,-0.16,-60.1,0.122098205866851,375,812,1.00246,2.98,1.33391873892642,9.5,2,7,2,"train","yes"
"14441",14441,4,10.8,0.16,-0.59,28.1,-0.132,312,505,0.9917,3.23,-0.333795429239141,7,0,8,2,"train","yes"
"14442",14442,NA,7,0.36,-0.16,104.5,-0.006,67,-101,0.99146,2.84,0.55,6.3,0,8,3,"test",NA
"14443",14443,NA,-0.9,0.25,3.45,69.45,0.492,52,161,0.9986,3.88,0.44,14.7,0,7,2,"test",NA
"14444",14444,NA,16.1,1.65,0.22,6.2,0.025,36,30,1.02725,2.29,0.6,13.8,-1,7,2,"test",NA
"14445",14445,3,6.9,0.56,-1.26,10.9,0.066,-197,614,0.9627,5.23,1.0294520931167,9.4,0,8,2,"train","yes"
"14446",14446,NA,13.3,-1.06,0.29,-44.6,0.132,39,118,1.06602,3.05,1.16849316880548,9.1,-1,7,3,"test",NA
"14447",14447,5,-2.9,0.79,1.25,7.5,-0.54,-5,-165,0.98606,3.92,0.64,8.7,1,9,2,"train","yes"
"14448",14448,0,12.1,0.605,-0.6,49.1,0.096,-2,-28,0.995,2.57,0.53,11.8,0,8,2,"train","no"
"14449",14449,0,4,0.28,0.41,23.3,0.056,24,68,0.99523,5.33,0.85,9.5,-1,10,1,"train","no"
"14450",14450,5,6.8,0.11,-0.01,31,-0.009,38,-248,0.97084,3.18,0,10.2,0,8,1,"train","yes"
"14451",14451,0,5.8,0.25,0.24,-30.3,0.044,41,137,0.9972,3.34,1.85,9.5,1,6,2,"train","no"
"14452",14452,5,5.8,0.15,0.31,2.7,0.649,25,186,0.99067,4.1910526850507,-0.07,13.7,0,6,3,"train","yes"
"14453",14453,4,7.5,-0.1,-0.04,-52.5,0.387,38,113,0.99352,3.33,1.13367117145892,10.1,-1,7,2,"train","yes"
"14454",14454,3,6.6,0.23,0.18,-34.6,0.044,59,-119,0.99558,3.16,0.49,9.5,0,7,1,"train","yes"
"14455",14455,NA,5.8,1.56,0.68,7.3,-0.118,-62,145,0.99442,3.15,-0.61,10,0,6,1,"test",NA
"14456",14456,NA,-4.2,0.225,0.46,-52.4,-0.423,188,118,0.989,3.57,0.4,12.8,0,5,3,"test",NA
"14457",14457,3,7,0.25,1.06,2.1,-0.167,72,-316,1.02582,4.53,1.62,12.3,-1,8,1,"train","yes"
"14458",14458,NA,7.7,0.11,0.81,14.05,0.369,325,-208,0.99634,3.67,0.59,11,0,8,2,"test",NA
"14459",14459,3,3.2,-0.78,0.3,-55.1,-0.132,20,98,1.03689,3.15,-0.51,11.4,0,8,1,"train","yes"
"14460",14460,0,18.9,1.35,0.62,3.6,1.26,38.1106698390882,14,0.9987,3.29,1.45,7,-1,10,3,"train","no"
"14461",14461,6,6.8,0.45,-0.12,-0.1,-0.532,-23.5975886447717,558,1.00662,1.83,0.4,12.4,1,8,4,"train","yes"
"14462",14462,0,13.9,-0.24,0.39,-74.1,-0.126652997948364,60,-40,0.96824,2.83,0.54,11.5144995769487,1,7,2,"train","no"
"14463",14463,4,7,-2.72,1.34,-8.9,-0.383,92,74,0.99501,2.25,-0.73,11.5,0,8,2,"train","yes"
"14464",14464,NA,7.1,0.68,1.33,3.31191856129949,0.324,-211,190.309075197484,1.03389,2.43,0.38,0.2,1,8,2,"test",NA
"14465",14465,0,14.6,1.98,0.97,1.9,0.119,-70,-191,0.99585,3.39,1.31601245977493,12.85,1,8,1,"train","no"
"14466",14466,NA,8,0.71,0.36,-9.5,0.608,50,151,0.96317,2.97,0.63,10.3,1,9,3,"test",NA
"14467",14467,NA,7.9,0.24,1.49,-100.6,0.046,-186,-54,0.9908,2.65,1.08,11.4,0,7,1,"test",NA
"14468",14468,4,7.9,0.19,0.45,1.5,0.644,261.478758656589,96,0.9917,3.36849937475762,0.39,12.8,0,9,2,"train","yes"
"14469",14469,NA,25.9,-0.15,-0.91,21.1,-0.07,31,257,0.95847,4.39,1.14,6.7,-1,9,3,"test",NA
"14470",14470,4,6.3,-0.68,-0.16,55.2,0.251,48,4,0.9934,3.37,0.5,12.3,1,7,3,"train","yes"
"14471",14471,0,12.2,0.39,0.39,65.6,0.117,14,470,0.97784,2.71,0.247458649967546,3.2,0,7,3,"train","no"
"14472",14472,6,6.7,1.65,0.31,2.1,0.12,-458,343,1.03106,3.08,0.78,13,0,7,3,"train","yes"
"14473",14473,5,-4,-0.07,-0.51,-1.1,0.047,60.5,156,0.9984,3.06,0.45,7.7,1,8,2,"train","yes"
"14474",14474,0,11.3,0.79,1.48,48.45,-0.412,12,456,0.97347,3.24,0.75,11.7,0,12,3,"train","no"
"14475",14475,0,9,0.45,-1.67,-29.6,-0.798,-362,75,1.02376,3.35,0.26,9.7,1,10,2,"train","no"
"14476",14476,6,14.9,1.54,-0.19,11.2,0.031,38,-140,0.9948,3.12,0.43,13.7,1,8,2,"train","yes"
"14477",14477,3,7.2,0.22,0.54,16.7,0.045,54,200,1.05249,3.42,-0.620181875795968,11.9,-1,8,1,"train","yes"
"14478",14478,2,6.7,-0.95,0.24,2.7,0.017,22,-210,0.97511,3.03,0.37,16.4,-1,7,1,"train","yes"
"14479",14479,1,0.5,0.57,0.02,-38.1,0.115,73,-212,0.99654,3.38,0.69,9.5,-2,7,1,"train","yes"
"14480",14480,0,13.3,0.12,0.49,6.4,-0.312,-279,94,0.9945,3.46,0.44,14.2,0,7,1,"train","no"
"14481",14481,5,-1.3,-1.15,0.21,-51.0313141033396,0.035,289,-7,0.9942,2.82957040501687,0.0741035486051989,7.1,0,7,2,"train","yes"
"14482",14482,4,5.7,1.68,0.21,-42.9,-1.126,30,431,1.00884,3.29,2.14,5.8,0,6,2,"train","yes"
"14483",14483,NA,9.7,0.815,0.15,2.6,-0.356,80,210,1.03556,4.46,0.62,17.3,1,9,3,"test",NA
"14484",14484,NA,0.5,0.475,1.35,14.4,0.055,146,131,0.99322,2.97,0.29,5,0,7,1,"test",NA
"14485",14485,5,8,-0.86,0.39,119.7,0.096,20,125,1.0276,4.67,1.34,23.6,0,7,1,"train","yes"
"14486",14486,0,5,-1.82,0.81,-27.4,0.475,-145,46,0.99258,2.98,0.59,12.5,0,6,1,"train","no"
"14487",14487,0,9.8,0.2,0.44,14.1,-0.488,-216,145,1.0006,3.28,-1.02,8.8,1,9,1,"train","no"
"14488",14488,4,1.9,0.2,1.63,-3.7,-0.448,30,89,0.99078,3.27,0,11.9,0,6,3,"train","yes"
"14489",14489,0,6.8,0.37,1.17,-32.5,-0.371,-135,106,0.98106,3.34,0.66,12.6,0,7,2,"train","no"
"14490",14490,NA,7,1.53,0.32,53.8,-0.21,-7,-98,0.9958,3.21,0.34,10,0,7,1,"test",NA
"14491",14491,NA,6.8,1.51,2.79,1.8,0.118,13,20,0.97611,3.42,-0.29,11.3,-2,8,2,"test",NA
"14492",14492,5,8.2,0.55,0.43,-112.6,0.035,-519,390,0.94846,3.1,-0.59,16.5,1,9,2,"train","yes"
"14493",14493,2,6.1,0.17,0.4,9.1,0.326,83,606,1.01775,2.1,0.5,6.1,-1,7,1,"train","yes"
"14494",14494,NA,6.8,0.22,0.31,29.5,-0.215,33,330,0.89273,3.47,0.39,13.8,0,7,1,"test",NA
"14495",14495,3,7.9,-0.97,0.36,16.1,0.038,11,307,0.9928,2.81,0.48,11,0,9,1,"train","yes"
"14496",14496,NA,-4.3,0.26,0.18,64.5,0.031,40,114,1.00049,5.55,0.4,11.4,0,6,2,"test",NA
"14497",14497,0,6,0.26,0.47,-13.7,0.56,-190,382,1.04846,3.34462117249638,-0.33,8.4,1,11,2,"train","no"
"14498",14498,5,11.6,1.63,0.64,50.7,0.036,34,30,0.99028,2.16,0.63,6.1,0,7,2,"train","yes"
"14499",14499,4,7.6,0.25,-0.77,5.1,0.047,61,322,0.99604,2.45,1.14,9.2,1,7,1,"train","yes"
"14500",14500,3,0.6,-0.73,-0.78,16.7,0.045,-45,603,0.999,2.31,0.49,14.7,-1,8,2,"train","yes"
"14501",14501,5,6.2,1.7,-0.81,5,0.552,50,188,0.99318,3.23,1.3,10.8,1,7,2,"train","yes"
"14502",14502,5,6.1,1.43,0.46,-20,0.334,61,210,1.00098,3.11,0.59,9.7,1,7,3,"train","yes"
"14503",14503,NA,15.3,1.13,0.09,117,0.123,14,31,0.9968,2.24,0.67,4.33043628815163,-1,7,3,"test",NA
"14504",14504,NA,0,0.28,0.37,4.3,0.039,26,99,0.99198,3.83,-0.09,5.8,0,8,1,"test",NA
"14505",14505,NA,7,0.16,0.94,58.3,0.045,-97,-25,0.9958,2,2.47,8.4,-1,7,2,"test",NA
"14506",14506,NA,8.2,-0.97,-1,9.6,0.507,53,154,1.04301,3.24,1.58,5.5,0,9,2,"test",NA
"14507",14507,NA,7,1.01,-0.14,1,0.486,8,119,0.9923,3,-0.34,6.81357316241793,0,8,1,"test",NA
"14508",14508,3,32.5,0.16,0.65,1.5,0.048,16,176,0.994,3.32,0.42,9.7,-1,9,2,"train","yes"
"14509",14509,7,6.9,0.45,0.24,2.1,0.411,-236,121,1.00664,4.24,0.462819413076516,13.2,2,7,4,"train","yes"
"14510",14510,1,5.9,0.37,-0.39,36.4,0.036,34,-247,1.02718,4.01,-0.9,9.8,-2,6,1,"train","yes"
"14511",14511,4,7.6,0.17,0.27,-24.4,0.124875114704289,-180,17.2700929136102,0.97819,2.11,0.47,9.5,0,8,2,"train","yes"
"14512",14512,NA,10.6,-0.41,0.3,4.2,0.066,38,192.830306146155,1.02703,5.66,-0.14,9.1,-1,8,2,"test",NA
"14513",14513,2,3.8,1.61,1.61,4.75,-0.051,45,1,0.9928,2.26,0.96,11.5,-1,8,2,"train","yes"
"14514",14514,4,-1.9,0.265,0.22,68.9,0.048,-187,198,0.9955,4.23,-0.36,9.1,1,7,3,"train","yes"
"14515",14515,1,15.5,-1.09,-0.13,-1.9,0.051,245,173,1.04143,2.51,-2.62,9.9,-2,7,1,"train","yes"
"14516",14516,4,5.4,-0.02,0.33,-40.4,0.042,36,257,0.99215,3.29,0.930858471550659,10.7,1,7,3,"train","yes"
"14517",14517,6,13.7,0.33,0.3,39.1739678816237,0.036,146,124,0.98922,2.13,-0.84,13.1,1,7,4,"train","yes"
"14518",14518,0,6.2,1.26,-1.02,2.2,-0.038,-191,42,0.96714,3.78289041535939,0.57,7.1,0,7,1,"train","no"
"14519",14519,6,6.4,0.25,0.3,4.5,-0.425,-199,-93,0.9921,3.18,-1.23,11.1,1,7,4,"train","yes"
"14520",14520,NA,0.5,-1.27,0.26,1.4,0.48,40,196,0.9941,2.82,2.15,10.8,1,7,2,"test",NA
"14521",14521,3,7.5,-0.93,1.88,13,0.017,46,304,1.01146,3.08,-0.88,11.1,0,8,2,"train","yes"
"14522",14522,3,27.4,0.15,0.55,5.9,-0.134,75,202,1.03028,3.15,2.49,9.3,0,7,2,"train","yes"
"14523",14523,0,14,1.67,1.94,3.8,-0.298,-135,41.8375234298381,1.0014,2.85,0.644615462074859,7.9,0,15,2,"train","no"
"14524",14524,0,12,0.6,-0.97,-38.1,0.055,7,13,0.99639,3.38,0.56,9.8236487182961,0,8,2,"train","no"
"14525",14525,0,15.1,0.855,-1.55,77.7,0.062,15,-176,0.99627,3.5,1.02,12.4,-1,7,2,"train","no"
"14526",14526,3,6.6,0.21,0.36,49.753807956628,-0.477,260,526,0.99165,3.24,2.34,8.7,-1,7,2,"train","yes"
"14527",14527,NA,19.2,3.11,-1.18,-107.6,0.354,193,128,1.01146,2.19,1.61,8.6,-1,8,1,"test",NA
"14528",14528,0,2.4,0.26,0.24,-33.9,0.043,70,154,0.96428,3.63,0.856919857232072,13.9,1,7,4,"train","no"
"14529",14529,4,16,0.32,0.27,7.1,0.027,37,521,0.99165,2.22,0.6,12.6,-1,8,1,"train","yes"
"14530",14530,0,13.6,0.31,-0.5,-38.4,-0.167785312073578,-105,-269.950871881517,1.08215,3.21,-0.42,4.4,-1,7,1,"train","no"
"14531",14531,NA,-4.2,0.03,-0.23,-21,0.036,49,-637,0.95032,4.43,0.27,14.9,1,8,3,"test",NA
"14532",14532,NA,7.5,1.7,1.14,14.8,0.039,62,-178,0.9982,3.64,0.859597365152122,13.5482062324764,0,8,2,"test",NA
"14533",14533,0,7.2,1.67,0.83,34.6,0.058,-41.9607353092522,415,1.04876,4.11,0.76,4.7,1,8,1,"train","no"
"14534",14534,2,6.6,1.19,-1.15,-18.2189549751049,-0.345297616295975,299,1011,0.98175,3.21,1.21,9.2,-1,7,1,"train","yes"
"14535",14535,NA,5.4,0.77,2.46,53.1,0.043,-44,-566,0.95881,3.17,0.39,4,-1,7,1,"test",NA
"14536",14536,3,-5.5,-0.79,0.34,-34.3,0.601,136,111,0.98961,2.67,0.37,11.1749060823363,-1,7,2,"train","yes"
"14537",14537,3,2.4,0.31,0.91,1,0.101,245,120,1.00578,3.06,0.090201446068086,9.5,0,7,1,"train","yes"
"14538",14538,0,6.6,0.88,1.04,23.8,-0.127,153,-270,0.99636,3.53,0.56,5.3,-1,8,2,"train","no"
"14539",14539,3,9,0.25,-0.84,-50.2,0.045,54,208,0.96686,3.74,0.46,14.8711445739913,0,7,1,"train","yes"
"14540",14540,6,2,0.35,0.3,14.2,0.048,-183,286.5,0.97229,3.13,2.09,8.9,0,8,3,"train","yes"
